attack_score,attack_score_gain_from_initial,best_folder,budget,budget_admissible,clean_clip_positive_margin,clean_semantic_success_score,clip_available,clip_semantic_drop,clip_warning,combo_id,decision_label,decision_reasons,edit_failure_score,elapsed_seconds,final_attack_score,foldover_fraction_det_below_0,geometry_excess_penalty,identity_or_face_health_available,initial_attack_score,input_damage_penalty,input_l2,input_preservation_score,input_psnr,input_ssim,iter,jacobian_det_mean,jacobian_det_min,low_det_fraction_below_0p2,max_disp_px,max_disp_px_budget,mean_disp_px,normalized_output_l2,objective,objective_scale_used,output_disruption,output_disruption_score,output_l2,output_psnr,output_ssim,p95_disp_px,path_flow,path_perturbed,path_perturbed_edited,perturbed_clip_positive_margin,perturbed_semantic_success_score,prompt,prompt_slug,semantic_drop,start,target_input_ssim
0.29083137776449997,0.19284819253768212,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/best,strong,True,0.0,0.0,False,0.0,,03_add_a_small_beard__unet_prediction__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,329.49540878273547,0.29083312616741336,0.0,1.5894571940104166e-07,False,0.09798318522681784,0.0,0.027370768422291678,0.05757427215576151,31.254260195841034,0.9057574272155762,350,1.0,0.529453456401825,0.0,6.000000953674316,6.0,0.8481230735778809,0.15463714863852338,unet_prediction,1287.7046763396013,0.2908332851131328,0.2908332851131328,0.038659287159630844,28.254923164190178,0.8638038635253906,4.16891622543335,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_09/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,9,0.9
0.29007436823347466,0.18346989768243574,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/best,strong,True,0.0,0.0,False,0.0,,03_add_a_small_beard__unet_prediction__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,324.1527314707637,0.29007611663638805,0.0,1.5894571940104166e-07,False,0.10660447055103892,0.0,0.02816624498045776,0.0113478899002073,31.005420953764737,0.9011347889900208,350,0.9999999403953552,0.5382420420646667,0.0,6.000000953674316,6.0,0.981338381767273,0.1531728107879485,unet_prediction,1197.9285573621605,0.29007627558210747,0.29007627558210747,0.038293202696987126,28.3375661880832,0.8630965352058411,4.476783275604248,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_08/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,8,0.9
0.2795896718791576,0.17355838747166052,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/best,strong,True,0.0,0.0,False,0.0,,01_make_the_person_smile_slightly__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,300.1772925388068,0.2795896718791576,0.0,0.0,False,0.10603128440749708,0.0,0.025984839683834676,0.04812335968017557,31.70559916515473,0.9048123359680176,125,1.0,0.772807776927948,0.0,3.8733320236206055,6.0,0.8515980243682861,0.1509501526645275,vae_conditioning,0.013929481479959229,0.2795896718791576,0.2795896718791576,0.03773753816613187,28.464528694835238,0.8713604807853699,3.289748430252075,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/checkpoints/iter_125/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/checkpoints/iter_125/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_04/checkpoints/iter_125/perturbed_edited.png,0.0,0.0,make the person smile slightly,make_the_person_smile_slightly,0.0,4,0.9
0.23478827393758392,0.14834647965735762,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/best,strong,True,0.0,0.0,False,0.0,,01_make_the_person_smile_slightly__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,304.7031429633498,0.23478827393758392,0.0,0.0,False,0.0864417942802263,0.0,0.018471174617651704,0.2662519216537474,34.67010972114204,0.9266251921653748,350,1.0,0.7388367652893066,0.0,4.997835159301758,6.0,0.5954107046127319,0.12646821654546356,vae_conditioning,0.01120863167300574,0.23478827393758392,0.23478827393758392,0.03161705413636589,30.00157194292788,0.8916799426078796,2.6298248767852783,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_06/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,make the person smile slightly,make_the_person_smile_slightly,0.0,6,0.9
0.21715169688713518,0.10749560548710946,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/best,strong,True,0.0,0.0,False,0.0,,02_add_a_small_beard__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,277.9006291255355,0.21715169688713518,0.0,0.0,False,0.10965609140002572,0.0,0.018314369915175887,0.33243691921234114,34.74416036288729,0.9332436919212341,350,1.0,0.7649095058441162,0.0,5.135579586029053,6.0,0.49688106775283813,0.10891210576546159,vae_conditioning,0.0142585851513741,0.21715169688713518,0.21715169688713518,0.027228026441365398,31.299676726404236,0.8917604088783264,2.47267746925354,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_05/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,5,0.9
0.21121335679733136,0.10056037791265766,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/best,strong,True,0.0,0.0,False,0.0,,02_add_a_small_beard__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,278.8078922983259,0.21121335679733136,0.0,0.0,False,0.1106529788846737,0.0,0.018259881973967006,0.31258201599121077,34.77004067866365,0.9312582015991211,200,1.0,0.7617085576057434,0.0,4.769943714141846,6.0,0.5368032455444336,0.10458583289825299,vae_conditioning,0.013530154094236375,0.21121335679733136,0.21121335679733136,0.026146458224563247,31.65174263895778,0.8933724761009216,2.862670660018921,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/checkpoints/iter_200/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/checkpoints/iter_200/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_09/checkpoints/iter_200/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,9,0.9
0.21117330749888474,0.10234180560877036,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/best,strong,True,0.0,0.0,False,0.0,,01_make_the_person_smile_slightly__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,309.4148718304932,0.21117330749888474,0.0,0.0,False,0.10883150189011438,0.0,0.015574252244246207,0.43960189819335926,36.151855912950126,0.9439601898193359,350,1.0,0.9259198307991028,0.0,5.197995662689209,6.0,0.5170667171478271,0.11415870149989182,vae_conditioning,0.013901980979861344,0.21117330749888474,0.21117330749888474,0.028539675374972956,30.891019421666215,0.9029853940010071,2.3154852390289307,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_00/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,make the person smile slightly,make_the_person_smile_slightly,0.0,0,0.9
0.20755282767460248,0.1163034376344537,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/best,strong,True,0.0,0.0,False,0.0,,02_add_a_small_beard__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,278.34942604601383,0.20755282767460248,0.0,0.0,False,0.09124939004014879,0.0,0.018986840089290486,0.4184380769729613,34.430946145990774,0.9418438076972961,25,1.0,0.8971425294876099,0.0,3.481891632080078,6.0,0.43549633026123047,0.10975161917850872,vae_conditioning,0.013056164867633247,0.20755282767460248,0.20755282767460248,0.02743790479462718,31.232981103382343,0.9021987915039062,2.1993963718414307,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/checkpoints/iter_025/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/checkpoints/iter_025/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_01/checkpoints/iter_025/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,1,0.9
0.2031388712899074,0.13473007656589245,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/best,strong,True,0.0,0.0,False,0.0,,02_add_a_small_beard__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,279.87112219817936,0.2031388712899074,0.0,0.0,False,0.06840879472401495,0.0,0.01973432822384278,0.40979957580566395,34.09555305665769,0.9409799575805664,400,1.0,0.9033715128898621,0.0,2.9892430305480957,6.0,0.38028138875961304,0.10639099607628436,vae_conditioning,0.010210243043904308,0.2031388712899074,0.2031388712899074,0.02659774901907109,31.503102327500493,0.903252124786377,1.925830602645874,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/checkpoints/iter_400/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/checkpoints/iter_400/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_10/checkpoints/iter_400/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,10,0.9
0.20258537055420733,0.10608996081246164,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/best,strong,True,0.0,0.0,False,0.0,,01_make_the_person_smile_slightly__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,284.6646348759532,0.20258537055420733,0.0,0.0,False,0.0964954097417457,0.0,0.013263838435153653,0.5568054914474486,37.54661553676352,0.9556805491447449,350,1.0,0.8356947302818298,0.0,4.60957670211792,6.0,0.36135926842689514,0.11295333625244953,vae_conditioning,0.013015479005356592,0.20258537055420733,0.20258537055420733,0.028238334063112384,30.983218566384096,0.9103679656982422,1.52072274684906,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_10/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,make the person smile slightly,make_the_person_smile_slightly,0.0,10,0.9
0.19533038983012513,0.10754396755313173,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_05/best,strong,True,0.0,0.0,False,0.0,,03_add_a_small_beard__unet_prediction__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,327.7045055422932,0.19533038983012513,0.0,0.0,False,0.0877864222769934,0.0,0.016306724733911798,0.4748800992965697,35.75266519713375,0.947488009929657,375,1.0,0.8243305087089539,0.0,3.890317916870117,6.0,0.350341260433197,0.09990239987040833,unet_prediction,913.1580862536541,0.19533038983012513,0.19533038983012513,0.024975599967602083,32.04968140579196,0.9045720100402832,1.536023497581482,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_05/checkpoints/iter_375/flow.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_05/checkpoints/iter_375/perturbed.png,phase1/outputs/phase1b_deepen/03_add_a_small_beard__unet_prediction__strong/start_05/checkpoints/iter_375/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,5,0.9
0.194857407166122,0.10514702865297312,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_07/best,strong,True,0.0,0.0,False,0.0,,02_add_a_small_beard__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,279.0778677109629,0.194857407166122,0.0,0.0,False,0.08971037851314886,0.0,0.014463756572060109,0.545268416404724,36.7943779214183,0.9545268416404724,175,1.0,0.9588069915771484,0.0,4.561367988586426,6.0,0.32373255491256714,0.10279779489195207,vae_conditioning,0.008784715303544627,0.194857407166122,0.194857407166122,0.025699448722988016,31.80152385176488,0.9079403877258301,1.8831576108932495,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_07/checkpoints/iter_175/flow.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_07/checkpoints/iter_175/perturbed.png,phase1/outputs/phase1b_deepen/02_add_a_small_beard__vae_conditioning__strong/start_07/checkpoints/iter_175/perturbed_edited.png,0.0,0.0,add a small beard,add_a_small_beard,0.0,7,0.9
0.19480883315649616,0.11356641333395825,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_00/best,strong,True,0.0,0.0,False,0.0,,04_add_black_sunglasses__edit_direction__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,220.68173163570464,0.19480883315649616,0.0,0.0,False,0.08124241982253791,0.0,0.015071165994847268,0.49932873249053944,36.43706293573907,0.949932873249054,200,1.0,0.78699791431427,0.0,3.696349620819092,6.0,0.4228978753089905,0.11851208642569172,edit_direction,2470949.028694202,0.19480883315649616,0.19480883315649616,0.02962802160642293,30.565946946166363,0.9237032532691956,1.8101526498794556,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_00/checkpoints/iter_200/flow.png,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_00/checkpoints/iter_200/perturbed.png,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_00/checkpoints/iter_200/perturbed_edited.png,0.0,0.0,add black sunglasses,add_black_sunglasses,0.0,0,0.9
0.1945511170815904,0.10656436472954575,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_03/best,strong,True,0.0,0.0,False,0.0,,01_make_the_person_smile_slightly__vae_conditioning__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,304.7482493817806,0.1945511170815904,0.0,0.0,False,0.08798675235204464,0.0,0.01651433422687951,0.4209986925125121,35.64277860284305,0.9420998692512512,350,1.0,0.921140193939209,0.0,3.4947428703308105,6.0,0.4566706418991089,0.10264856304640364,vae_conditioning,0.011503798037980215,0.1945511170815904,0.1945511170815904,0.02566214076160091,31.814142343344844,0.9080974459648132,1.9060667753219604,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_03/checkpoints/iter_350/flow.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_03/checkpoints/iter_350/perturbed.png,phase1/outputs/phase1b_deepen/01_make_the_person_smile_slightly__vae_conditioning__strong/start_03/checkpoints/iter_350/perturbed_edited.png,0.0,0.0,make the person smile slightly,make_the_person_smile_slightly,0.0,3,0.9
0.19168752290830068,0.08867403992920811,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_03/best,strong,True,0.0,0.0,False,0.0,,04_add_black_sunglasses__edit_direction__strong,metric_only_candidate,['clip_unavailable_semantic_fallback'],0.0,384.0337814036757,0.19168752290830068,0.0,0.0,False,0.10301348297909257,0.0,0.01738764874415387,0.40640926361083973,35.19518283548156,0.940640926361084,250,1.0,0.8540629148483276,0.0,2.7933216094970703,6.0,0.517314076423645,0.11381625988110952,edit_direction,2783756.9646447236,0.19168752290830068,0.19168752290830068,0.02845406497027738,30.917113623654643,0.9221287369728088,1.8052664995193481,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_03/checkpoints/iter_250/flow.png,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_03/checkpoints/iter_250/perturbed.png,phase1/outputs/phase1b_deepen/04_add_black_sunglasses__edit_direction__strong/start_03/checkpoints/iter_250/perturbed_edited.png,0.0,0.0,add black sunglasses,add_black_sunglasses,0.0,3,0.9
